Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location
SCRAPPY DO,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Male,SMALL,05/09/2013,K16-017660,DS53,A332595,02/01/2016,02/09/2016,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
COOKIE,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,09/27/2013,K14-009538,MAC,A308444,06/27/2014,07/26/2014,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
ARROW,DOG,GERM SHEPHERD/MIX,TRICOLOR,Neutered,LARGE,06/24/2007,K19-031170,DS57,A216694,01/11/2019,01/12/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95439,"95439(38.4901851, -122.7701347)"
,DOG,PIT BULL/MIX,BLUE/WHITE,Female,MED,04/14/2011,K14-008170,DS77,A304552,03/24/2014,04/21/2014,28,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,
BUSTER,DOG,PARSON RUSS TER/DACHSHUND,TAN/WHITE,Neutered,TOY,01/09/2015,K15-015877,DA04,A326810,09/09/2015,09/16/2015,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
ZEUS,DOG,GOLDEN RETR,GOLD,Neutered,LARGE,06/29/2008,K17-024131,DS80,A354484,06/27/2017,06/29/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
BRANDI,DOG,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,04/22/2015,K18-029852,TX,A331692,09/12/2018,04/16/2019,216,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,VOLUNTEER,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,94563,"94563(37.88244, -122.18291)"
*SOPHIE,DOG,DUTCH SHEPHERD/MIX,BROWN,Spayed,PUPPY,08/10/2019,K19-034085,DA11,A392172,10/10/2019,10/12/2019,2,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
*TWIX,DOG,ALASKAN HUSKY,WHITE/GRAY,Spayed,PUPPY,05/01/2022,K22-042127,DA13,A412700,08/02/2022,10/20/2022,79,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558,"94558(38.3309306, -122.3247586)"
EMER,DOG,BASSET HOUND/MIX,RED,Spayed,MED,08/18/2014,K15-013973,TRUCK,A315112,05/14/2015,05/14/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)"
BAMBI,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Spayed,SMALL,03/31/2016,K17-022864,DA43,A341815,03/21/2017,04/01/2017,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)"
ENRIQUE,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,02/07/2013,K15-012726,DA46,A316615,02/07/2015,02/19/2015,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)"
*NACHO,DOG,TOY FOX TERRIER/MIX,WHITE/TAN,Neutered,PUPPY,08/03/2023,K23-046273,DA07,A420781,09/29/2023,11/07/2023,39,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)"
GINGER,DOG,BEAGLE,BROWN/WHITE,Spayed,LARGE,08/28/2006,K14-010136,DA29,A309824,08/06/2014,08/24/2014,18,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,AN FRIENDS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,92270,"92270(33.74081, -116.413325)"
COOKIE,DOG,LABRADOR RETR,YELLOW,Spayed,MED,03/01/2011,K14-009668,DA19,A277598,07/05/2014,07/24/2014,19,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
MOOSE,DOG,GREAT PYRENEES,WHITE,Neutered,X-LRG,03/21/2012,K20-036474,DA26,A318442,08/18/2020,08/20/2020,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,94931,"94931(38.3260186, -122.706422)"
ROXY,DOG,MALTESE,WHITE,Spayed,SMALL,12/18/2007,K17-026553,DS93,A221252,12/04/2017,12/05/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95442,"95442(38.3633499, -122.5276402)"
*KEV,DOG,PUG,BLACK,Neutered,SMALL,11/17/2020,K23-046526,DA16,A421354,10/18/2023,11/21/2023,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,94920,"94920(37.87693, -122.461915)"
TANK,DOG,PIT BULL/MIX,WHITE/BR BRINDLE,Male,LARGE,11/01/2015,K19-034615,DS65,A393834,11/19/2019,11/23/2019,4,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
JESSE,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,LARGE,06/16/2014,K16-019810,DA13,A339748,07/14/2016,08/20/2016,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)"
*WELLINGTON,DOG,TIBETAN TERR/MIX,TAN/WHITE,Male,MED,02/18/2017,K20-035372,DS96,A396226,02/18/2020,03/04/2020,15,STRAY,VET_HOSP,TRANSFER,ARF,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94598,"94598(37.915095, -122.02109)"
*JAYLEN,DOG,GERM SHEPHERD,BLACK/BROWN,Spayed,MED,06/14/2012,K15-012432,TRUCK,A285781,01/14/2015,01/14/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
AISA,DOG,BASSET HOUND,TAN,Female,MED,07/06/2010,K15-012299,DS60,A286905,01/03/2015,01/08/2015,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
SHELLY,DOG,LABRADOR RETR,BLACK/BLACK,Female,LARGE,12/04/2007,K14-011832,DS70,A314275,11/25/2014,12/16/2014,21,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)"
LEXI,DOG,PIT BULL,TAN/WHITE,Spayed,MED,04/20/2014,K18-028375,TRUCK,A372784,05/23/2018,05/23/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541355, -122.80026)"
DAISY,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,LARGE,01/28/2011,K15-012454,DS79,A266164,01/15/2015,01/31/2015,16,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
BEAUREGARD,DOG,GREAT PYRENEES/CATAHOULA,BR BRINDLE,Neutered,PUPPY,11/26/2015,K16-017597,DA07,A332414,01/26/2016,02/06/2016,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
TANNER,DOG,LABRADOR RETR,YELLOW,Spayed,X-LRG,05/03/2009,K20-035193,TRUCK,A336508,01/28/2020,01/28/2020,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
BLONDIE,DOG,GOLDEN RETR,TAN,Female,LARGE,09/17/2007,K14-008880,DS83,A296979,05/17/2014,05/24/2014,7,CONFISCATE,FLD_CORONR,TRANSFER,NC GOLDRET,HEALTHY,HEALTHY,SANTA ROSA,UNKNOWN,,
CHUMLEE,DOG,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,05/26/2011,K16-019001,DS92,A337604,05/25/2016,05/26/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95426,"95426(38.8271597, -122.7229599)"
GINA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,PUPPY,12/03/2015,K16-019142,DS71,A337934,06/03/2016,06/03/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
GUS,DOG,LABRADOR RETR/MIX,YELLOW,Male,MED,12/19/2012,K14-012147,DS83,A315136,12/19/2014,12/23/2014,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95573,"95573(40.9339648, -123.6297664)"
*SUNSHINE,DOG,PIT BULL,GRAY/WHITE,Spayed,MED,01/24/2018,K19-032715,DA41,A388994,06/23/2019,10/05/2019,104,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)"
MASON,DOG,BEAGLE/FOX TERR SMOOTH,WHITE/BROWN,Neutered,MED,05/16/2014,K15-015581,FOSTER,A321763,08/22/2015,12/11/2015,111,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
MAX,DOG,SIBERIAN HUSKY,BROWN/WHITE,Neutered,LARGE,09/25/2004,K19-033750,DS78,A391513,09/17/2019,09/25/2019,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
PLUTO,DOG,CHIHUAHUA SH,TAN,Male,SMALL,09/06/2017,K23-045952,DA20,A420198,09/06/2023,09/06/2023,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)"
*WIDGET,DOG,STAFFORDSHIRE/ENG BULLDOG,WHITE/BROWN,Spayed,MED,07/14/2015,K16-018976,LOBBY,A337565,05/24/2016,09/03/2016,102,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)"
DOZER,DOG,PIT BULL,BR BRINDLE,Neutered,MED,05/09/2016,K17-026213,DA42,A363915,11/07/2017,01/17/2018,71,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
*KODA,DOG,MIN PINSCHER,RED,Spayed,SMALL,12/10/2003,K14-007233,DA02,A300443,01/02/2014,01/03/2014,1,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,*ROHNERT PARK,COUNTY,95407,"95407(38.4127094, -122.7412153)"
CHICO,DOG,LAB & MIX,BLACK,Male,,11/17/2018,K22-042921,TRUCK,A387644,10/22/2022,10/22/2022,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
PIETO,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Male,MED,07/13/2015,K18-029101,DS79,A374703,07/13/2018,07/17/2018,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_IDTAG,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94503,"94503(38.166615, -122.256725)"
KIKO,DOG,GERM SHEPHERD/SIBERIAN HUSKY,BLACK/TAN,Male,LARGE,11/24/2017,K18-028208,DS87,A370429,05/10/2018,05/11/2018,1,STRAY,FIELD,RETURN TO OWNER,FB SCAS,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
FOXIE,DOG,CHIHUAHUA SH,TAN,Female,TOY,03/01/2009,K15-012977,TRUCK,A317371,03/01/2015,03/01/2015,0,STRAY,FIELD,RETURN TO OWNER,MEDICAL,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)"
*CODY,DOG,SIBERIAN HUSKY,TAN/WHITE,Neutered,SMALL,04/12/2021,K22-040943,DA01,A410665,03/22/2022,05/25/2022,64,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
LADY,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,MED,07/19/2015,K22-042013,DA09,A412503,07/18/2022,03/04/2023,229,STRAY,FIELD,ADOPTION,REFERRAL-F,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,OUT OF COUNTY,93117,"93117(34.424075, -119.869635)"
CHARLIE,DOG,BORDER COLLIE/MIX,BROWN/WHITE,Spayed,MED,03/17/2014,K15-013046,DA42,A317614,03/06/2015,03/19/2015,13,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)"
ROMMIE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,10/12/2004,K14-011877,DS72,A240223,11/27/2014,11/29/2014,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94951,"94951(38.294195, -122.670365)"
LUCY,DOG,LABRADOR RETR,YELLOW,Spayed,LARGE,03/01/2014,K18-028988,DS82,A347848,07/07/2018,07/07/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
RICO,DOG,YORKSHIRE TERR,BROWN,Male,SMALL,01/02/2018,K19-031052,DA30,A382425,01/02/2019,01/02/2019,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
LUKE,DOG,ROTTWEILER,BLACK/TAN,Male,X-LRG,11/27/2013,K19-031428,DS74,A315051,02/13/2019,02/15/2019,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
FAWN,DOG,PIT BULL,FAWN/WHITE,Female,MED,04/23/2016,K21-038331,DS67,A402932,04/22/2021,04/24/2021,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,HEALTHY,COUNTY,*COTATI,94931,"94931(38.3260186, -122.706422)"
PHOEBE,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,04/15/2015,K17-022653,TRUCK,A348997,02/28/2017,02/28/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,97487,"97487(44.0477772, -123.3560989)"
*CHANCE,DOG,TR WALKER HOUND/MIX,BLACK/WHITE,Neutered,MED,04/19/2022,K22-042423,DA43,A412517,09/02/2022,03/02/2023,181,ADOPTION RETURN,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
RILEY,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,MED,10/09/2009,K15-013917,DS76,A297917,05/09/2015,06/08/2015,30,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,G SHEP NC,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,95015,"95015(37.32288, -122.05352)"
STELLA,DOG,GERM SHEPHERD,BROWN/BLACK,Spayed,LARGE,06/29/2018,K18-028637,DA22,A418673,06/13/2018,06/13/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
MAYA,DOG,CHIHUAHUA SH/DACHSHUND,BLACK,Spayed,TOY,07/16/2013,K14-009833,DA39,A309131,07/16/2014,08/13/2014,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95503,"95503(40.77516, -124.18015)"
*MAX,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,08/03/2012,K15-014836,DS74,A324134,07/08/2015,08/07/2015,30,STRAY,FIELD,TRANSFER,G SHEP NC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94123,"94123(37.800645, -122.437615)"
LUCAS,DOG,POMERANIAN/MIX,TAN,Male,SMALL,11/28/2019,K20-037429,DS53,A401574,11/28/2020,11/28/2020,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
NOVA,DOG,PIT BULL,GRAY/WHITE,Female,MED,03/07/2014,K19-031271,DS83,A317634,01/25/2019,02/15/2019,21,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
BENNY,DOG,BICHON FRISE/MALTESE,WHITE,Neutered,SMALL,11/21/2010,K22-040853,DS96,A348577,03/07/2022,03/29/2022,22,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,FLD_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
TOBY,DOG,PUG,BLACK/WHITE,Neutered,TOY,02/24/2012,K16-017654,DA29,A332586,01/31/2016,02/26/2016,26,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
ANYA BLUE,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,SMALL,04/03/2020,K21-038184,DA37,A403451,04/03/2021,05/06/2021,33,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95425,"95425(38.79895, -123.01762)"
LUCY,DOG,PIT BULL,WHITE/BLACK,Spayed,MED,07/06/2011,K17-022704,DS57,A306222,03/05/2017,03/08/2017,3,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
FRIDA,DOG,FRENCH BULLDOG,BLACK/WHITE,Female,SMALL,04/04/2005,K14-010449,DS73,A310638,08/24/2014,08/26/2014,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
SISSY,DOG,GERM SHEPHERD/SIBERIAN HUSKY,BLACK/TAN,Female,LARGE,06/28/2017,K18-031030,DQ111,A382243,12/28/2018,12/29/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
BUCK,DOG,LABRADOR RETR,BLACK,Male,LARGE,05/11/2003,K15-014744,TRUCK,A028778,07/03/2015,07/03/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)"
FEDERINE,DOG,PIT BULL/MIX,BLACK,Male,SMALL,05/13/2019,K20-035601,DS74,A396837,03/13/2020,05/06/2020,54,CONFISCATE,FLD_ARREST,TRANSFER,ROCKET DOG,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94146,"94146(37.751375, -122.43283)"
KEISHE,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,PUPPY,10/18/2016,K17-022580,DA12,A348533,02/18/2017,03/01/2017,11,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)"
HARLOW,DOG,GREAT PYRENEES/CATAHOULA,BR BRINDLE,Spayed,PUPPY,11/26/2015,K17-025902,DS62,A332417,10/18/2017,10/18/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)"
*MILLIE,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Spayed,MED,11/15/2020,K21-039892,DA17,A407148,10/12/2021,11/23/2021,42,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
*REUBEN,DOG,PIT BULL,WHITE/BROWN,Neutered,LARGE,07/13/2014,K15-014625,DS65,A317935,06/25/2015,08/05/2015,41,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,PETLUMA PP,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.237, -122.640695)"
HERA,DOG,PIT BULL,BLUE/WHITE,Female,MED,05/02/2013,K17-023240,DS65,A351358,04/23/2017,05/02/2017,9,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,,
*SHANE,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,SMALL,06/13/2016,K16-020778,DA36,A342397,09/16/2016,09/30/2016,14,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95461,"95461(38.75402, -122.61931)"
REX,DOG,CHIHUAHUA SH/PARSON RUSS TER,TAN/WHITE,Male,SMALL,05/06/2019,K19-034774,DA29,A394263,12/06/2019,01/14/2020,39,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,BACS,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,94710,"94710(37.873415, -122.298305)"
LITTLE,DOG,PIT BULL,BLACK/WHITE,Male,PUPPY,06/01/2021,K21-040080,DS82,A407715,11/08/2021,11/10/2021,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)"
MINNI,DOG,AUST CATTLE DOG,TRICOLOR,Spayed,PUPPY,03/26/2023,K23-044843,DA06,A417829,05/26/2023,12/20/2023,208,CONFISCATE,FLD_ABAND,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,,95453,"95453(39.046095, -122.91967)"
CHEWY,DOG,TOY FOX TERRIER/MIX,WHITE/BLACK,Neutered,SMALL,10/05/2008,K16-022040,TRUCK,A377416,12/28/2016,12/28/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
LOU,DOG,LABRADOR RETR,YELLOW,Female,X-LRG,09/28/2016,K20-036864,DS82,A400639,09/28/2020,09/28/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)"
CC,DOG,POMERANIAN/MIX,TAN,Spayed,TOY,11/03/2010,K15-013794,DS53,A329423,05/05/2015,05/06/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)"
*HARLEY,DOG,LABRADOR RETR/MIX,BLACK,Spayed,PUPPY,04/03/2021,K21-038694,DS51,A405168,06/03/2021,06/23/2021,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94559,"94559(38.300505, -122.291095)"
MILEY,DOG,CHIHUAHUA SH,BROWN/WHITE,Female,TOY,10/04/2013,K14-011046,DS49,A312332,09/30/2014,10/04/2014,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*TRIBAL RESV,OUT OF COUNTY,94590,"94590(38.10996, -122.25301)"
KAIA,DOG,NORW BUHUND,YELLOW/WHITE,Spayed,SMALL,05/23/2012,K20-035232,DS62,A338072,02/01/2020,02/11/2020,10,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LETTER,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
*TIMOTHY,DOG,QUEENSLAND HEEL/MIX,WHITE/BLACK,Neutered,SMALL,03/12/2010,K16-018066,YARD,A334064,03/12/2016,03/19/2016,7,CONFISCATE,FLD_CORONR,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
CHIQUIS,DOG,CHIHUAHUA SH,BLUE MERLE/WHITE,Female,SMALL,01/13/2021,K23-043608,DS49,A414961,01/13/2023,01/13/2023,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,*PETALUMA,94952,"94952(38.237, -122.640695)"
,DOG,PIT BULL,WHITE/BLACK,Male,LARGE,08/25/2009,K14-010324,DS92,A310246,08/16/2014,08/27/2014,11,TRANSFER,PRIV_SHELT,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,
